seg_uid,seg_id,road_name,length_m
DM-193744-283536-6ZG7,DM01343,지호로,59.3
DM-193744-283794-6Z8Q,DM02069,동명로,74.1
DM-193746-283441-OQSR,DM01597,필문대로263번길,43.9
DM-193746-283664-A5GM,DM02994,지산로57번길,21.4
DM-193746-284060-LRZT,DM02525,필문대로,38.1
DM-193748-283476-TNWY,DM01614,필문대로253번길,23.1
DM-193748-283884-2K9Y,DM01633,지산로85번길,41.8
DM-193749-283756-U6CJ,DM02984,동명로98번길,16.0
DM-193752-283420-OQSR,DM01596,필문대로263번길,26.9
DM-193752-283463-TNWY,DM01613,필문대로253번길,9.3
DM-193754-284001-6RMT,DM01511,필문대로205번길,19.8
DM-193755-283729-U6CJ,DM02990,동명로98번길,53.4
DM-193756-283561-6ZG7,DM01342,지호로,17.6
DM-193757-283653-A5GM,DM02993,지산로57번길,22.0
DM-193760-283468-OQSR,DM01615,필문대로263번길,16.6
DM-193760-283689-1QHK,DM01569,지산로63번길,115.5
DM-193762-283829-6Z8Q,DM02068,동명로,29.6
DM-193762-283926-2K9Y,DM01635,지산로85번길,45.4
DM-193764-283755-U6CJ,DM02985,동명로98번길,13.9
DM-193764-283987-6RMT,DM01510,필문대로205번길,28.3
DM-193765-283448-OQSR,DM01598,필문대로263번길,55.0
DM-193767-283637-A5GM,DM01620,지산로57번길,43.8
DM-193768-283380-S9D5,DM01439,지산로,24.3
DM-193768-283663-A5GM,DM02995,지산로57번길,20.0
DM-193770-283554-6ZG7,DM01344,지호로,13.4
DM-193772-283542-6ZG7,DM01347,지호로,21.0
DM-193774-283791-6Z8Q,DM02071,동명로,74.2
DM-193774-283965-2K9Y,DM01513,지산로85번길,36.0
DM-193776-283595-A5GM,DM01345,지산로57번길,78.9
DM-193777-283754-U6CJ,DM02986,동명로98번길,10.9
DM-193781-283733-U6CJ,DM02991,동명로98번길,40.4
DM-193782-283420-OQSR,DM01441,필문대로263번길,33.1
DM-193782-283507-OQSR,DM01351,필문대로263번길,74.2
DM-193785-283395-S9D5,DM01438,지산로,60.5
DM-193785-283547-6ZG7,DM01346,지호로,20.5
DM-193788-283871-2K9Y,DM01631,지산로85번길,60.1
DM-193790-284015-6RMT,DM01514,필문대로205번길,68.9
DM-193791-283753-U6CJ,DM02987,동명로98번길,18.5
DM-193792-283632-A5GM,DM01618,지산로57번길,8.1
DM-193792-283827-6Z8Q,DM02070,동명로,30.0
DM-193797-283552-6ZG7,DM01349,지호로,18.7
DM-193798-283541-6ZG7,DM01348,지호로,6.7
DM-193798-283637-A5GM,DM01619,지산로57번길,13.6
DM-193799-283424-S9D5,DM01440,지산로,4.5
DM-193802-283658-A5GM,DM01629,지산로57번길,70.2
DM-193804-283466-S9D5,DM01444,지산로,28.5
DM-193804-283752-U6CJ,DM02988,동명로98번길,7.0
DM-193804-283789-6Z8Q,DM02073,동명로,74.3
DM-193805-283537-6ZG7,DM01350,지호로,10.6
DM-193806-283736-U6CJ,DM02992,동명로98번길,30.0
DM-193808-283977-6RMT,DM01512,필문대로205번길,60.7
DM-193809-283444-S9D5,DM01442,지산로,39.5
DM-193810-283826-6Z8Q,DM02072,동명로,6.7
DM-193811-284044-6RMT,DM03063,필문대로205번길,19.6
DM-193812-283627-A5GM,DM01616,지산로57번길,32.4
DM-193814-284082-6RMT,DM02254,필문대로205번길,74.8
DM-193815-283846-6Z8Q,DM02074,동명로,41.4
DM-193816-283513-6ZG7,DM01354,지호로,52.3
DM-193818-283552-6ZG7,DM01352,지호로,37.0
DM-193821-283425-RH2F,DM01443,지산로38번길,42.2
DM-193821-283600-A5GM,DM01617,지산로57번길,52.3
DM-193823-283750-U6CJ,DM02313,동명로98번길,31.0
DM-193828-283825-6Z8Q,DM02075,동명로,29.4
DM-193829-283681-1QHK,DM01626,지산로63번길,24.5
DM-193832-283525-6ZG7,DM01353,지호로,48.4
DM-193833-283935-TA47,DM01634,지산로89번길,145.1
DM-193834-283494-S9D5,DM01356,지산로,72.3
DM-193834-283866-2K9Y,DM03060,지산로85번길,36.0
DM-193834-284000-6RMT,DM03065,필문대로205번길,25.8
DM-193838-283715-KE78,DM01628,동명로110번길,68.6
DM-193839-283786-KE78,DM02076,동명로110번길,74.6
DM-193842-283984-6RMT,DM01515,필문대로205번길,25.7
DM-193844-283840-6Z8Q,DM02078,동명로,33.6
DM-193846-283554-S9D5,DM01447,지산로,26.7
DM-193846-283663-1QHK,DM01627,지산로63번길,37.0
DM-193848-283896-2K9Y,DM01472,지산로85번길,116.1
DM-193849-284025-6RMT,DM03066,필문대로205번길,12.9
DM-193850-284010-6RMT,DM03064,필문대로205번길,28.6
DM-193854-283537-S9D5,DM01445,지산로,22.7
DM-193854-283620-A5GM,DM01453,지산로57번길,53.3
DM-193854-283679-1QHK,DM01624,지산로63번길,25.8
DM-193857-283822-6Z8Q,DM02077,동명로,28.2
DM-193858-283458-RH2F,DM01684,지산로38번길,77.1
DM-193863-283605-S9D5,DM01451,지산로,28.3
DM-193867-283575-S9D5,DM01448,지산로,58.6
DM-193867-283698-1QHK,DM01625,지산로63번길,41.6
DM-193868-284061-6RMT,DM02261,필문대로205번길,79.7
DM-193871-283515-6ZG7,DM01355,지호로,49.6
DM-193871-283839-6Z8Q,DM02080,동명로,34.9
DM-193871-283966-6RMT,DM01473,필문대로205번길,67.8
DM-193875-283472-6ZG7,DM01358,지호로,70.4
DM-193879-283609-S9D5,DM01450,지산로,13.4
DM-193879-283821-6Z8Q,DM02079,동명로,17.1
DM-193880-283877-S9D5,DM01469,지산로,52.5
DM-193883-283676-1QHK,DM01456,지산로63번길,31.1
DM-193884-283751-S9D5,DM01460,지산로,43.8
DM-193888-283638-S9D5,DM01452,지산로,46.3
DM-193888-283806-6Z8Q,DM02081,동명로,28.2
DM-193890-283420-RH2F,DM01683,지산로38번길,96.4
DM-193896-283590-PKWM,DM01449,지산로56번길,45.9
DM-193897-283672-S9D5,DM01455,지산로,24.3
DM-193897-283819-6Z8Q,DM01465,동명로,19.5
DM-193898-283533-MCOP,DM01446,지산로52번길,87.8
DM-193904-284026-6RMT,DM01475,필문대로205번길,132.8
DM-193905-283717-S9D5,DM01457,지산로,67.7
DM-193905-283924-S9D5,DM01470,지산로,71.2
DM-193906-283857-S9D5,DM01466,지산로,35.1
DM-193906-283882-S9D5,DM01468,지산로,13.4
DM-193907-283760-S9D5,DM01459,지산로,19.8
DM-193907-283829-S9D5,DM01463,지산로,21.3
DM-193908-283794-S9D5,DM01461,지산로,48.5
DM-193911-283658-S9D5,DM01454,지산로,34.5
DM-193914-283682-HJS3,DM01458,준법로,26.2
DM-193920-283596-PKWM,DM01899,지산로56번길,31.8
DM-193920-283959-6RMT,DM01474,필문대로205번길,30.5
DM-193922-283769-S9D5,DM01462,지산로,29.2
DM-193923-283838-S9D5,DM01467,지산로,32.8
DM-193923-283888-S9D5,DM01471,지산로,35.2
DM-193927-283575-PKWM,DM01898,지산로56번길,22.3
DM-193932-283724-HJS3,DM01536,준법로,87.4
DM-193935-284029-6RMT,DM01517,필문대로205번길,142.6
DM-193939-283958-6RMT,DM01516,필문대로205번길,7.5
DM-193940-283817-874B,DM01464,지산로78번길,65.4
DM-193940-283862-S9D5,DM03059,지산로,50.1
DM-193941-283569-PKWM,DM01900,지산로56번길,7.9
DM-193942-283922-S9D5,DM01519,지산로,70.5
DM-193946-283590-PKWM,DM01901,지산로56번길,43.1
DM-193949-283679-HJS3,DM01535,준법로,42.9
DM-193954-283767-S9D5,DM03058,지산로,34.9
DM-193954-283957-6RMT,DM01518,필문대로205번길,22.1
DM-193957-283835-S9D5,DM01639,지산로,34.3
DM-193958-283886-S9D5,DM01641,지산로,34.1
DM-193963-284028-6RMT,DM01521,필문대로205번길,144.6
DM-193966-283492-6ZG7,DM01357,지호로,149.0
DM-193967-283661-HJS3,DM01538,준법로,34.8
DM-193971-283722-HJS3,DM01539,준법로,87.4
DM-193971-283956-6RMT,DM01520,필문대로205번길,12.6
DM-193972-283791-HJS3,DM01637,준법로,51.4
DM-193973-283825-874B,DM01636,지산로78번길,18.1
DM-193974-283860-874B,DM01638,지산로78번길,51.2
DM-193976-283904-874B,DM01640,지산로78번길,36.9
DM-193977-283939-874B,DM01523,지산로78번길,33.0
DM-193983-283617-PKWM,DM01907,지산로56번길,47.9
DM-193985-283955-6RMT,DM01522,필문대로205번길,15.4
DM-193992-284030-6RMT,DM01525,필문대로205번길,150.4
DM-193995-283676-HJS3,DM01537,준법로,49.0
DM-194007-283954-6RMT,DM01524,필문대로205번길,28.5
DM-194017-283649-HJS3,DM01541,준법로,49.7
DM-194020-284031-6RMT,DM01527,필문대로205번길,155.3
DM-194026-283674-HJS3,DM01540,준법로,12.6
DM-194028-283629-MCOP,DM01543,지산로52번길,88.0
DM-194036-283953-6RMT,DM01526,필문대로205번길,29.6
DM-194049-284033-6RMT,DM01529,필문대로205번길,160.5
DM-194062-283919-5CP4,DM01642,밤실로43번길,172.2
DM-194066-283952-6RMT,DM01528,필문대로205번길,30.7
DM-194081-283992-6RMT,DM01531,필문대로205번길,80.7
DM-194090-283669-HJS3,DM01542,준법로,115.4
DM-194096-283951-6RMT,DM01530,필문대로205번길,29.5
DM-194111-283975-6RMT,DM01533,필문대로205번길,47.8
DM-194126-283950-6RMT,DM01532,필문대로205번길,30.1
DM-194140-283988-6RMT,DM01534,필문대로205번길,75.2
DM-194149-283695-FTDK,DM01545,준법로25번길,61.3
DM-194151-283902-FTDK,DM01643,준법로25번길,29.2
DM-194153-283763-FTDK,DM01652,준법로25번길,74.5
DM-194155-283809-FTDK,DM01910,준법로25번길,17.6
DM-194156-283879-FTDK,DM01914,준법로25번길,18.7
DM-194157-283844-FTDK,DM01912,준법로25번길,52.0
DM-194158-283664-HJS3,DM01544,준법로,21.7
DM-194163-283800-FTDK,DM01911,준법로25번길,15.5
DM-194166-283576-1AOQ,DM03008,밤실로,34.2
DM-194167-283628-1AOQ,DM01547,밤실로,70.2
DM-194169-283725-AZHT,DM01650,밤실로23번길,36.1
DM-194176-283662-HJS3,DM01546,준법로,14.1
DM-194178-283948-6RMT,DM00283,필문대로205번길,75.5
DM-194182-283592-1AOQ,DM03007,밤실로,28.8
DM-194184-283868-22RU,DM01915,밤실로39번길,51.3
DM-194185-283693-HJS3,DM01651,준법로,63.1
DM-194189-283816-FTDK,DM01913,준법로25번길,66.1
DM-194189-283915-5CP4,DM00281,밤실로43번길,82.4
DM-194192-284034-1AOQ,DM00284,밤실로,52.7
DM-194195-283723-AZHT,DM01648,밤실로23번길,15.9
DM-194199-283661-HJS3,DM01548,준법로,33.3
DM-194199-283885-1AOQ,DM00279,밤실로,89.5
DM-194201-283524-A8GE,DM01669,밤실로3번길,56.6
DM-194202-283976-1AOQ,DM00282,밤실로,67.0
DM-194203-283590-1AOQ,DM03005,밤실로,13.3
DM-194204-283555-1AOQ,DM00259,밤실로,90.0
DM-194206-283794-AZHT,DM01649,밤실로23번길,143.8
DM-194211-283600-1AOQ,DM03006,밤실로,20.6
DM-194211-283722-AZHT,DM01646,밤실로23번길,16.3
DM-194218-283691-HJS3,DM01647,준법로,63.4
DM-194224-283930-1AOQ,DM00280,밤실로,35.3
DM-194226-284009-1AOQ,DM00285,밤실로,69.0
DM-194227-283721-AZHT,DM01644,밤실로23번길,17.1
DM-194230-283588-1AOQ,DM00261,밤실로,41.8
DM-194231-283865-22RU,DM00274,밤실로39번길,43.1
DM-194235-283503-A8GE,DM00255,밤실로3번길,25.6
DM-194236-283658-HJS3,DM00266,준법로,39.1
DM-194237-283747-AZHT,DM01645,밤실로23번길,53.3
DM-194237-283899-1AOQ,DM00277,밤실로,31.6
DM-194244-283493-1AOQ,DM00251,밤실로,34.1
DM-194246-283514-1AOQ,DM00254,밤실로,8.3
DM-194247-283535-1AOQ,DM00256,밤실로,32.9
DM-194248-283719-AZHT,DM00269,밤실로23번길,23.4
DM-194248-283874-1AOQ,DM00275,밤실로,21.7
DM-194249-283477-6ZG7,DM00253,지호로,13.3
DM-194250-283569-1AOQ,DM00258,밤실로,34.7
DM-194252-283604-1AOQ,DM00260,밤실로,36.9
DM-194254-283640-1AOQ,DM00263,밤실로,33.6
DM-194256-283663-1AOQ,DM00265,밤실로,13.7
DM-194258-283694-1AOQ,DM00267,밤실로,48.7
DM-194261-283745-1AOQ,DM00270,밤실로,52.2
DM-194262-283818-1AOQ,DM00273,밤실로,94.9
DM-194265-283584-1AOQ,DM00262,밤실로,28.6
DM-194268-283531-X6GR,DM00257,밤실로4번길,49.9
DM-194272-283897-0OQO,DM00278,밤실로42번길,62.2
DM-194273-283770-1AOQ,DM00272,밤실로,20.9
DM-194274-283669-SAGS,DM01777,밤실로20번길,37.0
DM-194275-283754-A0DR,DM00271,밤실로30번길,37.9
DM-194277-283715-1AOQ,DM00268,밤실로,36.6
DM-194277-283963-0OQO,DM02310,밤실로42번길,98.0
DM-194278-283461-6ZG7,DM01376,지호로,57.4
DM-194283-283484-6ZG7,DM01375,지호로,55.6
DM-194284-283558-X6GR,DM01798,밤실로4번길,36.2
DM-194288-283613-1AOQ,DM00264,밤실로,74.0
DM-194291-283647-SAGS,DM01778,밤실로20번길,42.1
DM-194294-283690-SAGS,DM01780,밤실로20번길,45.7
DM-194296-283726-A0DR,DM01774,밤실로30번길,32.1
DM-194296-283885-1AOQ,DM00276,밤실로,96.4
DM-194300-283713-1AOQ,DM03009,밤실로,8.6
DM-194305-283545-X6GR,DM01797,밤실로4번길,30.2
DM-194305-283667-SAGS,DM01779,밤실로20번길,25.2
DM-194312-283569-X6GR,DM01800,밤실로4번길,40.6
DM-194312-283703-A0DR,DM02240,밤실로30번길,24.8
DM-194317-283638-6CJO,DM01782,밤실로4번안길,53.8
DM-194318-283468-6ZG7,DM01378,지호로,45.6
DM-194318-283680-6CJO,DM01783,밤실로4번안길,30.3
DM-194322-283492-6ZG7,DM01377,지호로,23.7
DM-194329-283661-SAGS,DM01781,밤실로20번길,25.8
DM-194331-283950-0OQO,DM02309,밤실로42번길,96.6
DM-194335-283733-6CJO,DM03011,밤실로4번안길,22.2
DM-194336-283557-X6GR,DM01799,밤실로4번길,36.3
DM-194338-283589-6CJO,DM01802,밤실로4번안길,54.6
DM-194338-283699-6CJO,DM02239,밤실로4번안길,36.7
DM-194343-283652-SAGS,DM01786,밤실로20번길,15.5
DM-194343-283666-SAGS,DM01785,밤실로20번길,12.6
DM-194347-283496-6ZG7,DM01379,지호로,27.7
DM-194349-283660-SAGS,DM01784,밤실로20번길,14.3
DM-194349-283714-6CJO,DM02242,밤실로4번안길,24.2
DM-194349-283729-6CJO,DM03010,밤실로4번안길,16.3
DM-194349-283742-6CJO,DM03012,밤실로4번안길,23.8
DM-194356-283766-A0DR,DM01773,밤실로30번길,155.4
DM-194357-283671-SAGS,DM01788,밤실로20번길,24.5
DM-194359-283571-X6GR,DM01801,밤실로4번길,19.9
DM-194362-283514-6ZG7,DM01380,지호로,75.2
DM-194362-283706-6CJO,DM02241,밤실로4번안길,12.4
DM-194362-283734-6CJO,DM03013,밤실로4번안길,18.0
DM-194365-283436-E99H,DM01696,지호로70번길,27.5
DM-194367-283472-YVTL,DM01382,지호로86번길,54.8
DM-194371-283611-X6GR,DM01806,밤실로4번길,68.1
DM-194371-283658-SAGS,DM01787,밤실로20번길,28.6
DM-194373-283696-6CJO,DM02244,밤실로4번안길,26.1
DM-194374-283577-X6GR,DM01803,밤실로4번길,11.5
DM-194377-283564-6ZG7,DM01808,지호로,79.3
DM-194379-283447-E99H,DM01698,지호로70번길,8.8
DM-194381-283712-6CJO,DM02243,밤실로4번안길,28.2
DM-194382-283552-X6GR,DM01804,밤실로4번길,53.7
DM-194385-283667-SAGS,DM01790,밤실로20번길,18.4
DM-194390-283582-X6GR,DM01805,밤실로4번길,21.6
DM-194398-283406-YVTL,DM01699,지호로86번길,95.2
DM-194398-283699-6CJO,DM02246,밤실로4번안길,22.5
DM-194405-283656-SAGS,DM01789,밤실로20번길,39.5
DM-194406-283581-X6GR,DM01807,밤실로4번길,11.9
DM-194411-283610-X6GR,DM03014,밤실로4번길,13.7
DM-194411-283712-6CJO,DM02245,밤실로4번안길,33.3
DM-194412-283453-E99H,DM01701,지호로70번길,59.5
DM-194413-283589-6ZG7,DM01809,지호로,34.6
DM-194415-283512-6ZG7,DM01381,지호로,111.4
DM-194415-283593-X6GR,DM01811,밤실로4번길,27.9
DM-194421-283431-E99H,DM01700,지호로70번길,86.0
DM-194424-283580-X6GR,DM01812,밤실로4번길,19.3
DM-194426-283684-SAGS,DM01792,밤실로20번길,58.7
DM-194428-283727-SAGS,DM01776,밤실로20번길,26.5
DM-194434-283546-X6GR,DM01810,밤실로4번길,88.2
DM-194437-283591-X6GR,DM03015,밤실로4번길,20.9
DM-194438-283535-6ZG7,DM01384,지호로,92.5
DM-194439-283574-X6GR,DM03016,밤실로4번길,21.8
DM-194441-283710-6CJO,DM02247,밤실로4번안길,38.0
DM-194445-283613-X6GR,DM03017,밤실로4번길,25.9
DM-194445-283654-SAGS,DM01791,밤실로20번길,41.4
DM-194449-283594-X6GR,DM03018,밤실로4번길,19.3
DM-194452-283493-6ZG7,DM01385,지호로,71.8
DM-194454-283631-X6GR,DM03019,밤실로4번길,14.4
DM-194457-283621-X6GR,DM03020,밤실로4번길,15.2
DM-194457-283737-A0DR,DM01775,밤실로30번길,58.9
DM-194459-283463-E99H,DM03051,지호로70번길,36.7
DM-194463-283644-X6GR,DM01794,밤실로4번길,17.8
DM-194464-283633-X6GR,DM03021,밤실로4번길,14.1
DM-194465-283572-X6GR,DM01814,밤실로4번길,37.1
DM-194470-283673-SAGS,DM01796,밤실로20번길,64.4
DM-194471-283600-X6GR,DM03022,밤실로4번길,39.7
DM-194471-283652-SAGS,DM01793,밤실로20번길,10.3
DM-194475-283506-6ZG7,DM01386,지호로,38.3
DM-194476-283473-E99H,DM03052,지호로70번길,12.5
DM-194481-283560-X6GR,DM01813,밤실로4번길,15.1
DM-194483-283528-6ZG7,DM01383,지호로,28.9
DM-194484-283570-X6GR,DM01816,밤실로4번길,15.3
DM-194486-283651-SAGS,DM01795,밤실로20번길,20.0
DM-194487-284060-YQOK,DM01820,2순환로,993.0
DM-194491-283470-E99H,DM01687,지호로70번길,29.8
DM-194497-283620-X6GR,DM01818,밤실로4번길,111.9
DM-194498-283566-X6GR,DM01815,밤실로4번길,22.2
DM-194504-283377-7WVF,DM01686,지호로100번길,187.3
DM-194505-283501-7WVF,DM01388,지호로100번길,61.7
DM-194515-283539-6ZG7,DM01387,지호로,38.6
DM-194521-283568-X6GR,DM01817,밤실로4번길,22.5
DM-194528-283278-YQOK,DM01391,2순환로,539.0
DM-194532-283556-YQOK,DM01390,2순환로,18.9
DM-194564-283519-539Z,DM01392,지호로104번길,89.6
DM-194564-283577-X6GR,DM01819,밤실로4번길,71.8
DM-194567-283540-7PJC,DM01393,지호로106번길,46.8
DM-194579-283500-7PJC,DM01409,지호로106번길,58.6
DM-194580-283573-6ZG7,DM01389,지호로,108.4
DM-194586-283609-X6GR,DM01821,밤실로4번길,19.8
DM-194604-283538-7PJC,DM01418,지호로106번길,43.9
DM-194610-283608-X6GR,DM01395,밤실로4번길,40.9
DM-194650-283535-7PJC,DM01420,지호로106번길,60.5
DM-194657-283564-7PJC,DM01419,지호로106번길,76.3
DM-194662-283619-6ZG7,DM01394,지호로,79.2
DM-194673-283664-6ZG7,DM03054,지호로,29.0
DM-194692-283653-6ZG7,DM01397,지호로,31.5
DM-194701-283684-6ZG7,DM03053,지호로,47.0
